lat,lon,response,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12,ppt1,ppt2,ppt3,ppt4,ppt5,ppt6,ppt7,ppt8,ppt9,ppt10,ppt11,ppt12,aet1,aet2,aet3,aet4,aet5,aet6,aet7,aet8,aet9,aet10,aet11,aet12,pet1,pet2,pet3,pet4,pet5,pet6,pet7,pet8,pet9,pet10,pet11,pet12,pack1,pack2,pack3,pack4,pack5,pack6,pack7,pack8,pack9,pack10,pack11,pack12,soilm1,soilm2,soilm3,soilm4,soilm5,soilm6,soilm7,soilm8,soilm9,soilm10,soilm11,soilm12,vpd1,vpd2,vpd3,vpd4,vpd5,vpd6,vpd7,vpd8,vpd9,vpd10,vpd11,vpd12
45.4249,-110.032,1,-14.95266,-13.06167,-12.83367,-8.889998,-3.612667,0.6759999,3.808667,3.406,-0.8783334,-4.310666,-10.397,-12.656,-5.150666,-1.627,0.237,4.607667,9.720332,14.331,19.42666,18.19,13.056,7.625999,-0.5133333,-3.864666,84.20699,59.74966,91.54867,117.9683,113.9167,80.59034,51.45534,48.35233,67.75067,61.14067,76.34801,63.42567,8.663504,7.690996,8.217983,9.245386,26.95349,36.88134,47.60448,41.16808,26.66879,17.62658,11.57948,9.553163,13.19159,13.58865,17.22042,19.2806,26.95349,36.88134,48.4306,42.36855,26.85887,18.13174,13.29496,12.67163,270.2252,329.9749,421.5235,526.5181,302.2067,4.217287,0,0,9.634628,44.85191,121.1999,184.6256,54.88103,47.19002,38.97206,38.95229,89.64533,90,82.58009,80.32177,87.02513,84.31928,72.73981,63.18663,0.1102585,0.1670656,0.1877254,0.2632378,0.3647087,0.4899196,0.8057296,0.7727586,0.5357829,0.3813141,0.196476,0.1408329
45.4083,-109.9888,1,-13.095,-11.285,-10.91767,-7.009667,-1.722,2.636333,5.700666,5.406667,1.138667,-2.401666,-8.497001,-10.89567,-3.911667,-0.7916667,1.126333,5.720999,11.01733,16.02,21.20167,20.089,14.863,9.427002,1.034667,-2.416667,64.06066,43.77533,82.93767,122.7917,115.7133,69.523,51.39566,48.753,57.809,50.81334,63.38134,47.06866,7.849826,7.172037,7.920288,10.05436,24.15208,33.38482,43.1838,37.84076,24.36316,16.22104,9.943608,8.429898,10.63034,10.94915,13.87422,15.8766,24.15208,33.40925,43.72308,38.54502,24.50712,16.39588,10.73555,10.21171,190.7973,234.5726,317.5102,408.5933,118.8038,0.06327104,0,0,2.798614,16.54832,79.56357,126.6322,62.61158,55.43956,47.51928,52.91614,90,89.63323,84.51967,83.62676,87.40294,88.16828,78.59075,70.16085,0.1149154,0.1661784,0.1942614,0.2700618,0.3829955,0.540007,0.8874964,0.8684523,0.597924,0.4238676,0.2120511,0.1469519
45.3863,-110.1553,1,-15.98433,-13.951,-13.78734,-10.16133,-4.733333,-0.5536667,2.561,1.842333,-2.099,-5.350333,-11.563,-13.636,-6.225667,-2.630666,-0.5306666,4.051667,9.071666,13.46167,18.54767,17.42767,12.178,6.615334,-1.51,-5.053333,99.46001,71.173,89.56234,99.33234,102.3107,82.57832,47.80168,47.08033,66.88366,60.23334,80.38699,79.77,7.328743,5.897967,5.635262,5.447792,29.50369,44.37609,56.59534,47.48108,31.69924,19.92444,11.95845,8.971944,17.01764,17.52518,22.2041,24.60384,32.76512,44.37609,58.37004,50.71531,32.34499,22.17188,17.14947,16.34839,318.8265,389.9995,479.5618,577.7386,423.0467,28.80945,0,0,13.62175,57.5486,137.9356,217.7056,26.62986,20.7319,15.09664,10.8043,60.75521,70,61.31785,54.81187,62.21088,55.03465,43.07619,34.10426,0.1070987,0.1603918,0.1712941,0.2425525,0.3479069,0.4741819,0.7681082,0.7403499,0.5218729,0.3516501,0.1739089,0.1299173
45.377,-110.1248,1,-15.75566,-13.923,-13.783,-9.930332,-4.638,-0.3876666,2.635333,2.027333,-2.042,-5.314333,-11.32233,-13.51534,-5.839334,-2.353,-0.3523334,4.144667,9.173,13.65933,18.65633,17.52633,12.28333,6.824667,-1.313333,-4.681,100.0107,69.95267,94.00001,108.0087,106.534,85.24133,49.73167,47.68234,71.06501,64.15501,82.63667,76.76034,7.571845,6.199759,6.041472,7.026525,27.96609,41.75682,53.19257,45.22562,29.87269,19.29685,12.00923,9.163424,15.82187,16.2929,20.6419,22.91133,30.63866,41.75682,54.5784,47.58522,30.23285,20.74291,15.94415,15.19994,321.5029,391.4555,485.4555,589.9173,422.1074,23.5398,0,0,14.42654,60.16661,142.8033,219.5636,29.85636,23.6566,17.61512,14.13547,61.68229,70,62.29536,57.33801,65.07376,58.95677,46.94754,37.78411,0.1118941,0.1598713,0.1732293,0.2448562,0.347269,0.476796,0.7629558,0.7308192,0.520877,0.3497607,0.1750454,0.1312168
45.3638,-110.0535,1,-12.849,-10.55533,-10.403,-6.146334,-0.8666667,3.235,6.175667,5.894334,1.839333,-1.899667,-8.319001,-10.37767,-2.749666,0.169,2.106333,6.547999,12.25366,17.26034,22.536,21.315,16.10367,10.35733,2.142666,-1.320667,69.81968,49.80233,79.98501,107.5897,106.6097,75.374,51.06901,48.19667,63.728,55.73466,64.36966,54.12366,8.521351,7.653887,8.425467,13.6185,29.47887,39.94094,51.04619,44.59377,29.45021,19.28308,11.24136,9.295374,12.12196,12.48218,15.81731,18.49117,29.47887,40.29891,52.6301,46.27991,29.71013,19.55998,12.29186,11.64569,199.001,248.8034,328.5148,381.6055,50.11625,0,0,0,1.345943,12.00292,75.42014,129.5438,59.10203,51.44816,43.2962,55.95626,90,88.17789,79.10859,75.94287,84.02151,86.87315,76.58424,67.28887,0.1565625,0.1925066,0.2149194,0.2822927,0.4184569,0.5671825,0.9513276,0.9189656,0.6474296,0.4235546,0.2124219,0.163341
45.3274,-110.114,1,-17.726,-15.88033,-15.92667,-12.28767,-7.198334,-2.921,0.318,-0.1046667,-4.290334,-7.538333,-13.58033,-15.59133,-8.044666,-4.681,-2.649333,2.177666,7.092,11.182,16.26667,15.11633,9.811001,4.157001,-3.552,-6.788667,132.929,92.72832,111.758,115.1423,114.4793,89.23567,51.22867,50.75867,69.63033,67.36733,101.8617,104.018,3.342693,2.261876,1.775632,1.116125,15.12082,36.9926,48.87907,41.37127,26.11855,14.29185,7.46786,4.73496,16.55728,17.04477,21.5887,23.8962,28.32618,36.9926,49.10376,42.98787,27.20385,20.06761,16.68348,15.90823,437.9771,530.7054,642.4634,757.6057,796.3223,277.1064,0.4916059,0.08039794,32.205,97.89231,199.7539,303.7719,6.519098,4.257222,2.481588,1.365463,15.21135,40,38.73544,34.48566,34.50935,21.89753,14.42968,9.694718,0.09561801,0.131695,0.1424035,0.2073314,0.2952455,0.3960991,0.643508,0.6242951,0.432846,0.2903377,0.1426905,0.1053827
45.2541,-110.1802,1,-14.94233,-12.78333,-12.667,-8.693333,-3.428,0.7363333,4.233334,3.852666,-0.2853333,-3.951667,-10.608,-12.82933,-7.091667,-3.170333,-0.08633327,4.978333,10.388,14.63233,20.41267,19.22933,13.41933,6.826666,-2.315,-6.040333,113.411,82.19766,98.24434,87.80033,103.4647,77.20733,47.40667,46.85567,57.21567,59.40567,84.04101,103.027,3.954122,2.673743,2.098052,4.594007,34.72547,46.65938,57.25024,47.6664,32.79322,19.49267,9.168786,5.813556,16.56973,17.04949,21.58606,24.16114,34.72547,46.65938,63.3088,55.55159,34.70362,22.39938,16.69339,15.92288,345.9131,428.1108,526.3551,598.9988,291.7401,2.935656,0,0,5.330637,43.10497,127.146,230.173,7.704455,5.030713,2.93266,6.720665,40,40,26.51263,22.77012,29.67654,26.87219,17.70341,11.88985,0.09193292,0.121853,0.1561694,0.2481106,0.3708201,0.4998579,0.8695859,0.8370125,0.5555247,0.3287562,0.1275078,0.08431017
45.1937,-110.1671,1,-14.439,-12.51867,-12.058,-8.050333,-2.566667,1.369,4.704667,4.505,0.6929999,-3.339666,-10.25933,-12.28667,-5.692,-1.782333,1.045667,5.398334,10.94033,15.33934,21.14267,19.84433,13.99733,7.497666,-0.7893333,-4.482666,112.27,76.26134,93.77267,87.04734,101.166,76.38866,46.59267,46.40867,56.38166,56.924,84.54533,99.695,12.96704,12.47603,14.62628,16.75126,37.55231,50.23769,66.22907,57.19575,36.78761,23.23375,14.86957,13.29636,17.1196,17.6088,22.2873,25.07795,37.55231,50.23769,67.80271,59.62336,37.72062,24.04638,17.24527,16.45342,332.2188,408.4801,502.2528,568.4247,202.5128,0.295687,0,0,3.595672,34.10781,118.6531,218.3482,190.5215,178.0454,163.4191,163.0346,260,260,237.8482,225.2816,233.1159,231.6995,216.83,203.5336,0.1205209,0.1398426,0.1820232,0.2569827,0.3949524,0.5205666,0.8694021,0.8266262,0.5698434,0.3430653,0.1485956,0.105287
45.1001,-109.4182,1,-15.57033,-13.04967,-12.90233,-9.029999,-3.895,0.2,2.477,2.465333,-1.146333,-4.388,-10.685,-13.059,-5.898,-2.516667,-0.807,3.036334,8.045333,12.42233,17.809,16.64667,11.15033,6.075667,-1.508333,-4.293,56.484,52.048,78.86734,102.5277,109.236,74.09033,38.27366,50.26234,57.22767,51.18433,51.28033,40.09599,6.924392,5.695574,5.584402,5.986641,26.48119,39.54671,49.13631,43.18678,28.16841,18.28108,10.80724,8.305365,15.39966,15.83059,20.02694,22.19908,29.32963,39.54671,51.17336,45.41759,29.1275,20.27714,15.50973,14.80341,197.2834,249.3314,328.1987,428.4747,332.3923,27.5781,0,0,12.09461,48.18927,99.4696,139.5656,28.13984,22.44426,16.85987,13.12491,59.66107,70,60.31964,58.24343,60.86787,54.37925,43.57202,35.26665,0.1160962,0.1601556,0.1658383,0.2110659,0.2996719,0.3802285,0.5862662,0.5755109,0.4412998,0.3180017,0.1625501,0.1361391
44.8443,-111.255,1,-14.28233,-12.26267,-11.55433,-6.743666,-1.726333,2.378333,6.333999,5.967667,1.351667,-3.073,-9.462998,-12.79134,-6.711667,-3.267667,-0.7176667,4.675,10.40233,15.45833,21.213,20.04367,14.325,8.001666,-1.431,-5.324999,112.8543,86.47533,89.64066,74.07133,82.48701,78.72966,39.029,45.27034,55.40566,65.69801,84.42399,101.8393,8.074748,6.82582,6.909747,9.796889,33.72002,46.13129,58.40344,49.32151,31.66616,20.37036,12.10708,9.579101,15.32657,15.73019,19.87299,22.25663,33.72002,46.24468,63.47263,55.81201,34.61232,21.87122,15.42789,14.74146,334.8285,421.3038,510.9445,565.9482,180.2342,0.04268664,0,0,0.9224032,31.40586,115.8298,217.6692,38.2392,31.41338,24.50363,28.25394,80,79.29604,59.80026,51.91975,61.54462,69.02821,56.92111,47.34201,0.08714754,0.1205748,0.1371361,0.2335989,0.3657685,0.4937202,0.8193301,0.8144804,0.5463898,0.3252328,0.1182088,0.07632831
45.289,-111.0609,1,-14.56833,-12.736,-12.27867,-7.801332,-2.878666,1.324334,5.323333,4.976,0.5036668,-3.812333,-9.930001,-12.32066,-5.994333,-2.458667,-0.3879999,4.191,9.566669,14.19767,20.11633,19.243,13.42233,7.239333,-0.971,-4.582666,83.903,67.013,89.19632,88.70301,109.7823,106.1237,48.30999,47.56266,68.38633,71.90701,66.35534,80.799,8.502935,7.871789,8.827966,9.687898,23.86522,32.51896,44.36176,38.9286,24.54091,15.57586,10.56149,9.087961,11.48767,11.8234,14.97272,16.7148,23.86522,32.51896,45.01148,39.91217,24.68455,15.75337,11.57443,11.03818,280.5209,347.5339,436.7303,513.8107,266.2492,1.341298,0,0,4.51705,47.32446,113.6798,194.4788,77.24221,69.37041,60.54247,59.30096,110,110,103.5334,100.4819,106.7405,105.7467,95.1852,86.09725,0.09205987,0.1251292,0.1488852,0.2240234,0.3339033,0.4642865,0.8204778,0.7986971,0.5469919,0.3219496,0.1455543,0.09838574
45.6416,-112.0929,1,-13.485,-11.997,-10.67067,-6.694666,-2.014667,2.077,4.949667,5.781333,1.808334,-2.642666,-7.623001,-10.38433,-5.217333,-2.419,-0.6113333,4.179666,9.405666,13.84133,19.91,18.653,12.83,6.555333,0.2336667,-2.658667,73.89434,51.82933,90.33834,103.9427,114.3653,91.91533,46.223,40.11234,53.23366,59.643,72.00066,65.35567,7.202345,5.896876,5.740458,8.498946,38.99129,52.55464,65.06617,54.81046,35.98244,23.32902,11.56396,8.558934,18.20679,18.781,23.82825,26.78374,38.99129,52.55464,70.55655,64.08071,40.22524,25.37644,18.40427,17.48047,248.5649,300.3942,390.7325,475.5367,216.5096,0.7070551,0,0,2.202918,36.98233,108.5227,173.8783,28.18217,22.28529,16.54483,21.48229,80,80,59.88544,45.18731,53.55135,54.70908,43.60545,35.04652,0.0749077,0.1268397,0.1349952,0.2189189,0.3322102,0.4486829,0.7536103,0.7845427,0.5160847,0.3009756,0.1541076,0.1139857
44.8323,-112.0752,1,-14.87267,-12.96,-12.38,-7.882334,-2.754667,1.300333,5.366001,4.996001,0.514,-3.972,-10.144,-12.85867,-6.705333,-3.259667,-0.6859999,1.970667,8.140667,13.218,18.92633,17.64667,11.67,5.447,-1.382,-5.200334,72.56966,56.20133,74.924,76.67432,77.87732,105.7407,40.38934,42.345,56.32467,56.217,50.574,58.47199,6.965908,6.146024,6.532455,6.000606,23.53178,32.37067,43.14485,37.62106,23.45975,14.2984,9.418805,7.769848,11.94025,12.25406,15.48071,17.10275,23.53178,32.37067,44.69979,39.15516,24.0657,15.4048,12.01898,11.48462,232.6685,288.8698,363.7938,440.3055,271.4945,2.39654,0,0,4.199702,49.16318,99.73717,158.2092,43.27544,37.12941,30.59696,24.7591,75.17622,80,70.61544,69.40034,72.17873,67.52013,58.10134,50.33149,0.09993526,0.1361212,0.165268,0.2099624,0.3742573,0.5030178,0.7782908,0.7530957,0.502818,0.2966055,0.1539579,0.101998
44.9764,-111.7557,1,-14.08867,-11.841,-11.41233,-7.375,-2.374,1.655667,5.503667,5.369001,1.011,-3.568,-9.258334,-12.10733,-5.919,-2.322333,-0.4516667,3.859333,9.112332,13.33433,19.313,18.473,12.92566,6.713999,-0.9643334,-4.433,82.61667,71.63866,85.16166,99.755,93.01167,79.88799,45.341,52.57967,67.366,73.37466,70.444,71.39967,9.26376,8.06873,8.447518,9.892501,33.66214,44.94395,59.07465,52.05301,33.26432,20.69528,12.90479,10.49829,16.2781,16.72056,21.13894,23.5175,33.66214,44.94395,62.13703,55.56535,34.82045,22.04843,16.3902,15.65213,277.771,349.4097,434.5713,526.1828,258.4673,1.180179,0,0,2.979275,50.59786,121.0419,192.4415,52.40309,44.33435,35.88683,34.13783,100,100,83.75912,78.49223,84.44994,85.3634,72.4586,61.96032,0.0722815,0.1258578,0.1435294,0.2241557,0.3307793,0.4304487,0.7612495,0.7471275,0.5268385,0.3092569,0.1536606,0.09602325
45.1997,-111.8919,1,-13.519,-11.717,-10.79033,-6.811,-2.002667,2.110333,6.386,6.018,1.73,-2.835667,-8.157334,-11.02767,-5.192,-2.025333,-0.162,3.588666,8.837333,13.48533,19.38866,18.389,12.765,6.633999,0.004666639,-3.207667,100.9623,78.45098,95.49801,101.927,92.30534,76.68467,45.888,46.637,55.828,59.55433,58.87401,80.13567,12.33585,11.80966,13.76586,15.71701,33.94514,46.08318,62.74395,54.59358,34.51557,21.85827,14.3107,12.67485,16.28781,16.7541,21.20648,23.71332,33.94514,46.08318,64.36026,56.83424,35.60505,22.53868,16.42363,15.65369,278.6209,357.0718,452.5699,539.5891,262.3773,0.8746983,0,0,2.091154,37.4954,96.1784,176.3141,168.0994,156.2897,142.5238,139.5912,229.0555,230,210.7664,200.0638,206.1951,206.7608,192.6411,179.9662,0.07855029,0.134278,0.1496191,0.2225036,0.3293481,0.4424581,0.80376,0.7754024,0.5341865,0.3060925,0.1587925,0.1093761
45.1352,-111.4052,1,-14.411,-12.529,-11.70467,-7.192,-2.277333,1.515667,5.463667,5.293666,0.7676667,-3.276334,-9.557999,-12.49633,-6.967666,-3.481666,-0.9069999,3.897334,9.421334,14.44,20.136,19.49667,13.78166,7.391667,-1.355333,-5.420333,84.43333,61.06733,72.15566,64.08567,85.04333,84.64567,46.828,44.349,60.09033,62.479,61.27434,73.50535,11.26761,10.44104,11.7268,13.05804,34.5041,46.90165,62.28865,54.43433,34.86408,22.01486,13.995,12.07277,16.41187,16.87466,21.35152,23.79907,34.5041,46.90165,64.40624,57.84801,35.88668,22.93441,16.53033,15.77527,258.2333,319.3006,391.4563,446.8249,206.752,0.4685512,0,0,2.229679,36.19464,97.46897,170.9743,104.3109,93.86983,82.14302,77.80202,159.4598,160,141.9331,129.5718,139.9952,142.5781,128.5831,116.5104,0.09374382,0.1222288,0.1552202,0.2376191,0.3533714,0.4801619,0.810715,0.8031799,0.5501097,0.3487954,0.1518762,0.09568369
45.1522,-110.5542,1,-16.08967,-14.251,-14.02633,-10.28733,-4.983333,-0.7856666,2.806333,2.264667,-1.926667,-5.817334,-11.95167,-14.142,-6.547667,-3.031667,-0.8183333,3.050666,8.406,13.01633,18.67133,17.25333,11.709,5.478333,-1.809333,-5.382667,99.34599,74.44534,96.39234,80.342,115.634,90.937,56.35833,48.33434,73.90968,61.937,76.472,87.90334,4.369846,3.564107,3.460493,2.800328,15.34598,23.19452,31.48981,27.13581,17.03013,10.63317,6.96338,5.304931,9.144611,9.403456,11.89926,13.1606,17.04552,23.19452,31.56578,27.3514,17.13888,11.45872,9.210935,8.78958,333.8877,408.3331,504.7255,585.0674,480.0463,43.79815,0,0,15.16341,68.55828,145.0303,232.9336,17.01265,13.44855,9.988052,7.187726,33.99762,40,39.41943,38.48639,39.15719,33.85483,26.89144,21.58651,0.09737668,0.1364126,0.1550418,0.2179426,0.3297216,0.4531292,0.7673053,0.7178479,0.4999761,0.2981421,0.1528942,0.1054663
45.0186,-110.9397,1,-15.26967,-12.50467,-11.957,-7.633667,-2.333333,1.759667,5.398,4.742333,0.3013334,-3.970667,-10.01833,-13.398,-5.979667,-2.350333,0.2563333,4.944,10.60933,15.56633,21.383,20.34767,14.49933,8.327333,-0.4229999,-4.428334,104.193,88.28533,105.6563,90.75569,97.48667,83.506,48.74667,48.76567,67.17934,72.453,84.88299,96.86436,10.11309,8.860358,9.337448,10.7856,37.6851,51.5635,66.72221,56.29573,36.7124,23.27294,14.0553,11.49503,17.29428,17.76898,22.4693,25.12902,37.6851,51.5635,70.21963,61.42338,38.08165,24.32397,17.41488,16.62772,328.4329,416.7183,522.3746,595.8047,211.8956,0.4704081,0,0,2.699654,39.31134,124.1944,221.0587,59.40001,50.53967,41.20222,42.2854,110,110,90.2466,80.09856,92.31102,95.99241,81.93712,70.44209,0.09924566,0.137515,0.1707659,0.2449712,0.3852128,0.539633,0.8998443,0.850155,0.5783246,0.360873,0.1555797,0.1011798
45.1499,-110.2373,1,-14.69533,-12.45433,-12.14633,-8.039999,-2.498667,1.197,4.745333,4.373,0.6126665,-3.279334,-10.11733,-12.34667,-5.945666,-2.043667,0.7960001,5.217999,10.766,15.063,20.88067,19.64334,13.711,7.206,-0.9356667,-4.719333,129.2423,83.94133,103.022,94.40501,106.576,81.32601,46.30033,47.124,58.64067,61.49233,94.64933,111.7627,9.439924,8.298982,8.776658,11.30667,37.14591,49.1429,63.44441,53.83995,35.45519,22.37396,12.91432,10.58318,17.00559,17.48694,22.12819,24.86666,37.14591,49.1429,66.83327,58.55572,36.99953,23.7052,17.12891,16.34534,375.4187,459.36,562.382,634.39,231.7887,0.5127453,0,0,4.239892,37.64693,132.2963,244.0589,56.4634,48.16442,39.38777,42.83426,110,110,90.06692,80.81789,89.62637,89.55901,76.64467,66.06151,0.1068697,0.149317,0.1846764,0.2589234,0.3905539,0.4982167,0.8728231,0.8109646,0.5775044,0.3542349,0.1548066,0.1082324
45.5125,-110.8667,1,-14.18333,-12.226,-11.74234,-7.792334,-2.797333,1.398333,5.105666,4.645999,0.1063333,-3.680667,-9.582001,-11.942,-5.191333,-1.592333,0.2823333,4.398,9.710001,14.23433,20.33233,19.20933,12.698,6.590333,-0.185,-3.719666,84.48766,76.385,110.3893,114.746,121.411,100.0517,40.02467,51.21533,67.23333,69.95367,70.09701,83.27267,9.60014,8.554948,9.17843,10.5771,33.15572,45.02465,58.73071,50.27345,32.35659,20.10335,12.83697,10.61985,15.77002,16.25424,20.60855,23.07621,33.15572,45.02465,62.08312,54.42113,32.78057,21.37226,15.8967,15.14526,288.169,364.5539,474.9433,573.7148,284.4836,1.444572,0,0,6.371573,50.26027,120.3573,203.6299,62.27807,53.72314,44.54469,45.51945,110,110,90.53869,86.23673,96.9218,95.40067,82.5637,71.94384,0.09084826,0.1493527,0.1654162,0.2452267,0.3623863,0.488974,0.8671802,0.8243687,0.5389643,0.3281484,0.1711232,0.1234885
45.0157,-110.2424,1,-15.72367,-13.69633,-13.80467,-9.788,-4.355333,-0.0923333,3.355333,2.911,-1.315333,-5.217667,-11.33667,-13.82433,-6.539334,-2.982333,-0.6923332,4.172667,9.28,13.62167,18.96633,17.75267,12.31333,6.455667,-1.747,-5.403666,106.3927,71.88667,75.73267,75.191,90.61732,84.133,50.668,49.32667,60.81533,50.68967,78.35101,86.10934,6.922348,5.559012,5.305452,4.871655,32.02168,44.90879,57.81006,49.26889,32.3899,19.23419,11.2607,8.461039,17.02483,17.49212,22.11921,24.46894,33.1609,44.90879,60.1832,52.67276,33.1025,22.02189,17.14355,16.36865,319.546,391.4326,467.1653,541.5627,362.1076,13.07113,0,0,8.53018,46.60071,124.9517,211.0611,25.14121,19.5822,14.27675,10.19871,62.78577,70,58.66577,53.54637,60.11492,51.8393,40.5786,32.11755,0.1015207,0.143975,0.1561587,0.2347719,0.3485202,0.46333,0.7701584,0.7267542,0.5127671,0.3237619,0.1561066,0.1090749
45.2877,-110.0516,1,-15.22433,-13.36367,-13.19633,-8.955668,-3.752667,0.5703333,2.711999,2.522333,-0.8946667,-4.565333,-10.648,-13.15933,-6.143,-2.485666,-0.1563333,4.179,9.385001,13.98667,19.23167,18.015,12.74433,6.903666,-0.7986667,-4.374333,89.36267,63.35566,99.955,136.462,127.2423,78.86466,59.744,53.58434,65.84633,64.97867,75.96701,67.672,9.095613,7.724596,7.849826,9.319612,34.20872,46.85712,58.58361,50.63762,33.72752,21.41488,13.31458,10.53569,17.05578,17.55423,22.23004,24.8115,34.20872,46.85712,59.95452,52.83308,34.30097,22.81742,17.18457,16.38842,286.8739,350.2296,450.1846,575.6763,358.3962,7.424601,0,0,9.957606,52.3494,128.3164,195.9884,43.59154,35.86694,28.01712,29.12266,85.09836,90,80.11414,75.76594,81.59392,76.60091,63.28633,52.75063,0.1067518,0.1494192,0.1763408,0.2468565,0.345971,0.4719142,0.7178524,0.7132518,0.5007741,0.3476456,0.1759087,0.1155846
44.5664,-111.8789,1,-15.548,-14.011,-13.539,-9.278001,-4.501334,-0.5913333,2.462,2.438667,-1.197667,-5.639667,-11.12,-13.93567,-7.263333,-4.336,-2.382333,2.637,7.202,12.46634,18.18867,16.54833,11.07033,4.686,-2.576333,-6.142667,139.4034,110.402,133.4977,98.209,118.1767,124.8597,51.95166,60.886,66.564,81.45534,96.60468,127.197,7.969731,6.83561,7.040696,6.280732,25.27251,39.10534,51.44112,45.12541,28.78075,17.00424,11.31806,9.106336,15.81492,16.20416,20.44269,22.55665,28.54417,39.10534,52.52303,45.97168,29.43197,19.4724,15.91064,15.22012,451.1534,561.5554,695.0529,793.0466,667.3748,57.66717,0,0,9.691522,85.7314,182.3361,309.5331,41.48614,34.65053,27.60984,21.54452,72.52444,90,83.17036,82.72408,82.3746,69.84732,58.52925,49.42292,0.07499915,0.09311198,0.1385791,0.2371883,0.3457921,0.4479836,0.7040266,0.6989853,0.4612279,0.3047187,0.1135472,0.07085107
44.5686,-111.5725,1,-14.35333,-12.63167,-12.04,-6.981,-1.891667,2.129333,6.094001,5.770666,1.087667,-3.233,-9.738334,-12.96367,-6.688333,-3.340333,-0.712,5.355667,10.63267,15.794,21.34333,19.888,14.21867,7.872,-1.506333,-5.169,178.8073,125.273,135.5387,93.84698,101.045,112.5477,51.058,60.67167,62.48667,83.256,108.667,140.7097,8.320124,7.405014,7.954821,11.44166,27.47845,37.63733,49.79487,43.70063,27.10097,17.40696,11.06373,9.228227,12.52462,12.83289,16.18958,18.1763,27.47845,37.68434,51.40333,44.90165,27.83984,17.67333,12.60042,12.05356,477.2789,602.5519,738.0907,798.9189,246.966,-0.00113219,0,0,0.9784101,42.24813,150.9151,291.6248,55.72352,48.31852,40.36367,49.92375,90,89.49974,79.28927,81.45753,81.83681,84.68494,73.62119,64.39297,0.08554006,0.1287795,0.1427574,0.2571687,0.4054309,0.5579825,0.8900515,0.8681799,0.5778569,0.3546706,0.1383789,0.09133469
45.0551,-109.3434,1,-14.45567,-11.96967,-11.68333,-7.719,-2.471334,1.499334,4.356667,4.134333,0.3466667,-3.211333,-9.497333,-11.86733,-4.889333,-1.376,0.435,3.962666,9.365666,14.028,19.32367,18.05533,12.56033,7.283999,-0.299,-3.365333,52.24533,41.86967,76.64134,104.9567,113.4733,78.71833,40.235,44.09533,59.40434,49.55867,49.404,37.40367,6.423137,5.776361,6.270732,6.970929,19.19674,25.99152,33.56012,29.43208,18.99943,12.65568,8.337677,6.991402,9.218015,9.473484,11.98208,13.41888,19.19674,25.99152,34.05442,29.93996,19.12681,12.89886,9.283092,8.861919,173.0586,214.9283,291.5696,386.1873,196.6087,1.773156,0,0,6.557885,33.03935,82.44335,119.847,45.63509,39.85874,33.58801,33.48992,70,70,65.32856,65.35344,67.81821,67.13198,58.79431,51.8029,0.1202771,0.1641332,0.1813191,0.2299989,0.3322002,0.4319357,0.6931946,0.6764857,0.4997698,0.3416958,0.1822195,0.1426542
45.9129,-110.988,1,-13.35367,-11.37033,-10.968,-6.979667,-2.362667,1.791667,4.015666,4.746001,0.9633334,-3.061333,-8.621333,-11.13167,-5.480333,-2.701,-0.6490001,3.664333,8.922667,13.27833,18.63433,18.016,11.179,5.796,-0.3303333,-3.461333,119.6047,107.951,155.7947,143.7077,174.2447,146.8203,53.33367,71.32267,112.074,112.4267,140.336,104.8107,7.38235,6.006892,5.800346,7.570558,29.56086,39.90033,49.42148,46.11339,28.70028,18.50567,11.7289,8.832483,14.11591,14.58736,18.53528,20.80393,29.56086,39.90033,51.36287,47.40499,28.86821,19.10665,14.24764,13.5441,446.2678,554.2188,710.0134,831.3936,435.9322,3.396773,0,0,13.04947,82.50466,222.6113,327.422,27.83228,21.82538,16.02504,18.56106,60,60,51.3266,51.15757,58.50132,55.20946,43.70992,34.87742,0.06972639,0.1180833,0.1419616,0.2145521,0.2958388,0.4067141,0.6604759,0.6926468,0.4546638,0.2830705,0.1622444,0.119618
44.9253,-111.3835,1,-14.49134,-12.449,-12.11567,-7.622,-2.518667,1.655666,3.441666,3.681333,0.9343334,-3.591334,-9.543333,-12.77367,-6.771667,-3.512667,-1.015333,2.97,8.308,13.265,19.13267,18.187,12.151,6.206,-1.971333,-5.562667,108.224,85.70301,86.329,81.31367,85.57966,76.90733,40.9,44.70233,58.78266,69.93501,82.21467,97.722,7.526431,6.63684,7.04777,7.084973,24.05926,33.09175,41.52101,37.04986,24.50311,15.43719,10.27665,8.46528,12.02605,12.34911,15.60825,17.27619,24.05926,33.09175,42.75508,38.52964,24.99889,16.04062,12.10763,11.56485,341.6584,427.3614,513.6904,593.0156,339.2287,2.722007,0,0,2.749615,49.6497,131.8644,229.5863,46.39854,39.7617,32.71393,27.6174,77.87814,80,72.1833,69.92552,73.88235,73.1699,62.89323,54.42796,0.1003256,0.1240719,0.1506112,0.2014765,0.3144723,0.4466915,0.6588692,0.6627619,0.5025393,0.3145867,0.1376938,0.08644545
